cgpa,iq_score,tenth_percentage,twelfth_percentage,graduation_percentage,internships,projects,technical_skills_score,communication_score,backlogs,certifications,work_experience_months,branch,placement_status,package_lpa
6.94,106,89.55,73.78,79.16,2,2,2.93,6.16,1,1,0,IT,Placed,5.1
5.7,90,87.88,87.81,78.17,3,3,6.5,4.88,1,0,0,CSE,Not Placed,
7.38,105,72.42,71.26,56.73,1,2,4.48,8.36,1,1,0,ECE,Not Placed,
6.59,76,91.96,82.06,65.34,2,4,8.05,4.37,0,0,0,CSE,Not Placed,
7.05,96,79.9,80.75,68.26,1,1,3.56,5.46,2,0,0,EE,Not Placed,
6.63,103,69.29,87.78,62.81,3,5,7.95,5.33,0,0,0,CSE,Placed,7.21
8.07,88,90.72,74.83,81.32,1,1,7.3,4.4,0,1,0,IT,Not Placed,
9.01,102,83.38,74.14,74.28,1,1,7.51,7.79,0,0,0,CSE,Placed,8.85
8.26,101,87.99,71.63,85.99,2,3,2.65,9.05,0,1,0,ME,Placed,4.83
5.27,104,73.3,68.88,68.41,3,1,7.09,1.77,2,1,0,IT,Not Placed,
7.11,78,98.18,96.41,66.58,2,8,5.48,5.92,1,1,0,ME,Not Placed,
8.0,103,77.63,69.05,72.15,1,2,6.03,7.99,0,1,9,EE,Placed,6.9
7.53,102,68.66,83.52,69.55,2,2,9.32,5.72,0,2,0,CSE,Placed,8.42
6.49,89,84.14,67.72,68.67,0,3,4.57,6.6,0,0,0,CSE,Placed,5.97
6.78,97,80.24,82.49,68.22,1,2,4.97,3.62,0,1,0,EE,Placed,5.09
6.65,99,97.89,79.68,85.17,1,4,4.43,6.29,2,0,0,ECE,Not Placed,
6.85,87,66.86,58.88,87.1,1,1,8.17,5.84,0,2,0,IT,Placed,8.62
6.4,125,87.74,84.33,66.98,0,2,3.1,6.14,1,2,0,CE,Not Placed,
5.88,97,70.02,82.23,70.33,2,3,10.0,10.0,1,1,0,ECE,Placed,6.46
8.31,88,76.14,66.58,75.53,2,2,5.78,6.38,1,1,0,ECE,Placed,6.93
8.47,118,71.38,87.89,71.61,3,0,7.79,5.62,0,0,0,CSE,Placed,10.21
6.34,106,66.27,78.08,71.5,1,1,5.99,4.76,1,0,0,EE,Not Placed,
8.5,108,64.07,72.85,74.3,1,2,6.05,7.45,1,0,0,CSE,Placed,7.92
6.63,96,72.07,82.8,66.91,1,3,5.4,8.23,0,2,0,IT,Placed,5.7
7.4,106,86.41,63.83,69.48,2,0,5.17,5.9,0,1,0,CSE,Not Placed,
5.99,124,77.09,82.9,65.38,2,0,7.8,8.32,0,0,0,CSE,Not Placed,
6.35,94,58.97,75.58,80.35,2,0,7.38,5.75,1,0,0,CSE,Not Placed,
6.08,88,72.6,80.31,60.85,0,2,6.34,7.21,2,1,1,EE,Placed,5.71
7.84,113,65.13,76.23,70.73,2,1,7.51,6.43,0,1,0,ME,Not Placed,
6.1,112,77.74,61.88,80.5,1,2,10.0,5.89,1,2,0,IT,Placed,8.18
8.5,80,98.71,86.83,70.37,2,2,5.23,6.63,0,0,0,CSE,Placed,8.26
5.39,104,77.12,65.13,75.27,0,6,3.41,5.47,0,3,0,CSE,Not Placed,
7.76,101,66.84,85.22,69.55,2,3,6.76,9.5,1,1,0,ECE,Placed,9.06
6.05,72,64.36,72.51,78.31,0,1,6.44,4.2,0,1,0,ME,Not Placed,
6.55,100,77.13,57.42,58.9,1,0,8.72,8.12,0,1,1,CSE,Not Placed,
6.37,111,86.54,64.06,81.93,0,0,4.08,7.7,1,0,0,ME,Not Placed,
6.84,81,81.91,59.5,70.1,0,0,4.14,8.04,1,0,7,ECE,Placed,5.58
8.06,93,91.88,63.15,57.01,1,2,6.68,4.87,2,1,0,CSE,Not Placed,
9.57,100,75.9,59.63,70.54,1,2,7.85,7.21,0,2,0,CE,Placed,8.46
7.61,102,84.67,69.44,63.14,2,1,5.07,5.71,1,0,0,CSE,Placed,7.55
8.63,98,83.68,73.18,77.37,0,3,6.0,5.88,0,1,22,ME,Not Placed,
7.27,106,67.5,61.21,64.54,1,2,6.79,3.29,0,1,0,CSE,Placed,4.92
7.48,99,52.64,54.92,72.85,0,3,8.68,2.93,1,0,0,IT,Not Placed,
8.07,79,86.16,64.18,60.39,0,1,6.53,6.29,1,1,0,ME,Not Placed,
7.93,116,63.56,84.2,81.26,1,4,3.77,9.25,1,3,0,ECE,Not Placed,
7.56,98,57.54,77.53,73.52,1,2,6.74,5.84,0,0,5,EE,Not Placed,
5.34,80,81.38,57.59,73.65,0,2,3.08,6.77,0,0,0,CSE,Not Placed,
6.88,93,82.56,85.75,59.67,2,2,9.13,8.09,0,2,0,EE,Placed,4.88
8.73,101,83.7,70.89,68.33,2,5,9.76,7.57,2,0,0,EE,Placed,7.97
7.69,105,61.15,78.14,68.64,2,4,3.01,8.21,1,2,0,CE,Placed,7.02
7.58,72,67.72,67.76,68.84,2,2,5.55,3.76,0,0,0,ECE,Not Placed,
7.79,105,76.58,80.73,75.67,2,2,8.76,7.59,1,0,0,IT,Placed,8.73
7.42,99,91.83,86.69,60.13,1,0,7.84,4.34,1,0,0,ECE,Not Placed,
8.15,108,67.83,80.42,65.37,2,4,6.87,6.69,0,0,0,CSE,Placed,7.66
7.52,121,79.97,65.29,70.58,2,4,2.51,7.57,2,1,0,IT,Not Placed,
8.62,93,79.03,58.17,81.59,1,4,7.91,7.7,1,1,0,ECE,Not Placed,
6.54,106,73.49,80.96,80.36,1,4,10.0,8.26,0,0,0,IT,Not Placed,
7.83,112,72.97,69.86,77.19,2,1,4.16,8.87,0,1,0,IT,Placed,5.97
7.61,103,80.53,66.0,61.43,0,2,4.37,9.56,0,2,0,EE,Placed,5.69
6.05,105,85.74,65.37,65.69,5,1,7.36,4.0,0,2,0,EE,Placed,6.44
6.88,80,85.63,77.7,81.24,1,1,7.51,6.48,0,3,0,CSE,Placed,6.44
7.83,129,86.64,76.01,62.07,2,4,8.37,7.14,0,1,0,CSE,Placed,7.81
8.47,105,83.86,81.42,84.63,2,2,5.44,9.22,0,1,0,CSE,Placed,7.27
8.51,107,87.27,68.66,74.8,1,0,5.6,6.08,1,1,0,ME,Placed,5.92
7.67,76,78.3,78.05,82.37,1,1,4.16,7.82,0,0,0,IT,Not Placed,
8.06,99,81.77,76.55,78.75,3,3,2.41,,1,2,0,CE,Placed,4.3
6.95,94,89.8,88.4,59.11,1,3,6.52,7.17,1,4,0,ECE,Not Placed,
9.07,113,68.21,82.58,68.28,0,5,6.7,,0,0,0,IT,Placed,6.53
8.11,106,66.53,59.62,74.68,0,1,2.05,6.03,0,1,1,CSE,Not Placed,
6.77,109,60.26,68.23,79.58,2,1,2.71,6.36,0,2,0,EE,Placed,4.35
6.14,78,73.2,73.97,79.91,1,2,8.73,6.52,2,0,0,CSE,Not Placed,
7.51,91,70.01,79.66,73.9,1,1,7.36,9.07,0,0,0,ECE,Placed,6.75
7.35,95,57.72,73.04,82.72,0,3,4.44,4.36,0,0,0,ECE,Not Placed,
4.45,90,75.11,70.62,65.94,0,1,8.86,7.39,0,2,0,ME,Not Placed,
7.24,103,68.03,63.93,66.45,1,5,6.42,6.52,0,0,0,IT,Placed,3.65
9.34,107,93.51,74.77,70.16,1,1,8.06,5.51,2,1,0,ECE,Placed,7.15
9.12,138,85.0,69.96,67.75,0,2,6.73,7.15,0,0,0,CSE,Not Placed,
8.17,70,77.52,61.97,64.36,1,3,4.36,6.14,0,1,6,CSE,Placed,7.92
7.14,100,87.43,76.17,80.02,0,3,3.24,2.13,0,0,0,CSE,Not Placed,
6.42,121,91.21,72.57,76.35,2,2,7.82,6.42,0,1,0,IT,Placed,5.59
7.8,114,73.89,69.87,82.71,0,4,2.97,5.25,0,1,0,EE,Not Placed,
4.44,104,74.98,84.94,64.14,2,3,2.31,6.62,1,1,0,ME,Not Placed,
6.72,103,89.58,74.73,72.56,2,0,3.14,1.22,1,0,0,CSE,Not Placed,
9.23,102,81.59,75.2,68.4,0,3,4.7,5.17,2,3,0,CE,Not Placed,
6.28,73,81.18,86.33,66.43,1,1,6.32,8.21,1,0,0,CSE,Not Placed,
6.51,105,75.84,75.13,65.4,0,3,7.08,3.02,0,1,0,IT,Not Placed,
6.59,117,75.32,87.2,77.28,1,8,2.37,8.21,0,1,2,IT,Placed,5.66
7.82,95,74.85,59.82,71.51,0,5,5.35,6.88,0,1,0,CSE,Placed,4.16
6.82,90,77.6,84.85,69.62,2,1,7.12,7.4,1,4,0,IT,Placed,9.27
7.83,85,68.31,79.5,71.62,1,1,5.56,6.64,0,1,0,IT,Not Placed,
5.22,90,72.06,70.06,85.9,1,2,10.0,4.91,0,3,0,EE,Not Placed,
8.3,92,83.67,75.75,81.78,1,2,6.59,4.74,0,2,0,IT,Placed,9.96
6.36,113,91.06,80.24,75.36,2,3,6.25,8.55,3,2,0,IT,Not Placed,
7.04,84,87.41,75.77,72.01,0,4,6.23,8.07,1,2,0,EE,Not Placed,
6.71,89,79.48,74.17,76.92,3,4,4.85,6.17,0,3,0,CSE,Placed,7.51
6.35,100,78.08,84.56,72.15,2,3,8.25,5.44,0,4,0,ECE,Placed,8.87
7.25,126,84.13,66.0,70.11,0,2,2.71,6.77,1,0,0,ME,Not Placed,
6.05,91,68.21,73.0,70.99,0,5,6.38,7.24,0,2,0,CSE,Placed,6.16
7.19,109,67.31,81.22,68.69,0,3,3.98,5.83,1,2,0,CSE,Not Placed,
8.24,110,89.22,66.78,62.97,1,2,4.7,5.6,0,1,0,IT,Placed,5.24
6.76,117,80.14,80.97,71.98,2,3,4.09,4.77,0,0,0,ME,Placed,4.02
6.44,87,83.56,62.84,68.55,0,1,7.17,5.35,1,1,0,CSE,Not Placed,
5.32,96,72.41,87.23,69.25,3,2,4.56,4.88,0,2,0,ECE,Placed,3.68
7.66,100,88.82,67.0,77.79,3,3,2.83,9.83,0,0,0,CSE,Placed,4.92
8.67,110,76.04,68.16,80.14,0,5,6.92,6.79,1,1,0,IT,Placed,9.74
7.87,82,87.48,87.17,70.28,0,1,3.53,9.25,0,1,0,IT,Not Placed,
5.28,115,80.76,65.48,68.29,1,1,4.4,8.59,1,0,0,CSE,Placed,3.4
6.73,86,81.09,74.56,70.92,0,3,9.13,2.9,2,1,11,CSE,Not Placed,
5.84,86,78.35,68.37,77.17,0,3,3.83,4.27,0,2,0,CE,Not Placed,
7.39,108,88.62,77.44,74.65,3,0,7.71,4.13,0,1,0,CSE,Not Placed,
6.55,89,58.59,85.49,76.75,1,2,8.11,5.26,0,3,0,CE,Placed,7.94
7.7,91,82.04,84.14,60.89,2,3,4.53,7.03,0,0,0,CSE,Not Placed,
7.02,88,92.99,86.13,74.91,0,3,5.41,5.38,0,1,0,CSE,Not Placed,
9.13,119,71.01,67.34,66.46,0,4,5.38,4.92,0,2,0,CSE,Placed,8.54
6.41,102,83.65,78.19,71.27,2,0,5.64,6.81,0,0,0,ECE,Not Placed,
7.16,73,53.79,64.82,82.65,0,2,2.0,5.06,0,2,6,IT,Placed,4.46
7.0,111,79.66,,75.31,0,2,4.35,5.53,0,2,8,IT,Not Placed,
5.65,89,78.66,68.77,63.83,0,3,5.87,6.03,0,1,2,CSE,Placed,5.67
8.6,96,72.1,78.08,69.17,3,2,5.06,5.35,0,1,0,IT,Placed,10.65
6.5,106,95.56,53.64,66.13,1,3,5.41,5.55,1,0,0,CE,Not Placed,
5.24,92,91.86,53.96,63.92,0,1,6.1,2.95,1,1,0,ECE,Not Placed,
6.12,79,73.59,85.7,66.32,0,1,3.86,7.31,0,2,0,CE,Placed,2.99
6.51,107,71.28,79.63,64.58,2,3,5.35,8.9,0,0,0,CSE,Placed,5.86
8.42,92,83.92,96.85,61.17,1,3,3.38,6.34,0,1,0,CSE,Placed,6.92
6.11,72,94.84,87.81,79.09,2,4,8.68,3.18,1,1,0,ECE,Not Placed,
4.8,89,79.58,66.84,72.5,2,3,4.91,6.29,0,1,15,CSE,Not Placed,
5.58,100,74.0,81.98,67.38,1,3,4.59,9.51,0,1,0,ECE,Not Placed,
7.22,112,68.43,83.84,77.42,1,2,8.93,6.02,2,1,0,CSE,Not Placed,
6.88,109,84.96,68.73,76.97,2,0,5.5,7.33,1,1,0,CSE,Placed,6.62
7.34,106,92.41,77.35,55.97,3,4,6.8,7.29,0,1,0,CSE,Placed,7.9
8.46,77,99.2,73.11,64.57,0,3,4.17,4.9,1,1,0,CSE,Not Placed,
5.05,99,77.78,86.74,75.65,0,2,8.75,5.5,0,0,0,CE,Not Placed,
7.56,121,76.4,81.3,70.94,1,1,3.06,6.53,1,0,5,IT,Not Placed,
5.18,107,90.15,74.71,63.3,2,1,9.27,6.18,0,0,0,CSE,Placed,6.29
5.6,106,77.1,55.55,75.1,1,5,4.77,6.95,2,2,0,ME,Placed,3.86
7.31,103,89.1,73.41,87.67,1,2,4.86,7.83,0,0,0,IT,Placed,6.38
7.03,113,58.21,61.54,57.31,0,0,4.59,4.51,2,0,0,CSE,Not Placed,
8.68,120,86.94,72.07,86.27,0,2,3.66,,0,1,0,ME,Not Placed,
8.65,106,67.14,54.56,70.41,2,1,0.0,5.46,0,1,3,IT,Placed,4.74
7.64,96,64.44,72.95,82.32,2,5,6.35,7.1,0,0,0,ECE,Placed,5.86
7.34,119,67.41,71.14,72.86,2,3,5.35,7.25,1,0,0,ME,Not Placed,
6.83,84,64.57,75.17,59.04,1,4,5.87,5.8,0,0,0,IT,Placed,6.04
5.86,118,72.66,,78.86,0,1,6.11,6.29,0,2,0,CSE,Not Placed,
7.04,101,61.8,83.69,78.11,3,4,6.59,6.73,0,0,0,IT,Placed,6.21
4.46,84,77.3,71.92,57.3,0,3,9.89,5.42,0,0,0,CSE,Not Placed,
8.38,77,76.56,62.56,77.66,1,2,6.26,9.0,1,0,0,CSE,Placed,6.42
7.92,100,83.61,81.05,77.5,2,1,4.61,7.11,0,0,0,CSE,Not Placed,
5.84,118,92.17,80.54,78.23,0,2,7.52,5.9,0,1,0,ECE,Not Placed,
6.92,106,89.77,98.26,72.02,0,2,8.64,6.73,1,2,1,CSE,Placed,6.1
6.98,107,89.91,58.17,61.99,0,5,7.44,8.24,1,1,0,ECE,Not Placed,
7.75,97,65.07,75.94,90.09,1,4,7.67,4.22,2,1,3,CE,Not Placed,
4.0,84,61.09,80.68,92.73,3,1,6.78,7.72,0,2,0,ECE,Placed,4.63
8.57,108,69.87,79.32,77.05,2,3,5.87,4.72,0,1,0,IT,Placed,7.63
7.91,103,74.55,80.78,74.66,0,1,3.8,6.45,0,0,0,EE,Not Placed,
7.15,89,71.9,85.09,73.64,2,2,3.41,3.19,0,2,0,IT,Placed,5.92
7.63,109,87.6,85.55,67.82,3,5,7.19,5.21,0,2,0,CSE,Placed,9.69
7.42,111,77.55,68.24,69.88,0,1,7.15,8.4,0,0,1,EE,Placed,6.54
7.16,102,79.94,80.8,90.6,2,2,5.31,7.06,1,0,0,IT,Placed,7.91
5.73,90,89.67,73.5,83.18,0,2,5.83,3.16,1,1,0,IT,Not Placed,
6.5,131,65.64,93.38,71.26,3,3,8.84,4.49,0,1,0,CSE,Placed,7.77
6.57,110,82.14,69.3,67.41,1,5,5.37,6.84,2,0,0,IT,Placed,6.15
7.86,82,76.17,74.49,69.24,4,2,8.86,6.96,0,2,2,IT,Placed,9.46
6.72,129,69.47,65.36,60.65,0,2,5.71,4.02,0,0,0,ECE,Placed,6.23
8.7,122,79.94,90.2,74.93,1,3,5.11,5.6,0,0,0,IT,Placed,5.88
8.73,92,69.76,68.85,80.92,2,8,3.42,3.84,1,1,0,IT,Placed,5.97
9.2,86,70.51,87.69,62.1,1,3,4.92,6.86,1,0,0,IT,Placed,8.22
5.79,95,76.14,,76.38,0,1,7.07,2.99,2,1,0,IT,Not Placed,
7.64,82,93.6,86.33,68.22,0,1,5.03,9.13,0,3,0,ME,Not Placed,
8.27,84,90.56,70.9,68.87,0,3,10.0,7.0,0,1,0,CSE,Placed,10.36
8.1,107,75.11,95.93,68.16,1,2,3.38,7.8,1,2,0,ECE,Placed,6.28
7.59,125,71.21,81.79,78.51,0,3,5.33,3.87,1,2,0,ECE,Placed,6.95
7.05,96,78.28,67.39,93.22,2,4,3.66,8.87,0,1,1,IT,Placed,4.78
6.59,103,100.0,78.77,75.64,3,2,2.14,7.28,1,1,0,ECE,Placed,5.89
7.83,107,76.28,63.41,81.11,1,1,9.5,5.2,2,1,0,EE,Not Placed,
6.81,104,79.18,87.87,65.72,1,2,8.01,5.55,0,1,0,ECE,Placed,9.1
7.32,87,65.71,95.5,72.52,0,2,5.66,7.52,1,1,0,IT,Not Placed,
4.5,92,88.31,69.77,66.29,2,3,4.78,3.58,1,0,0,EE,Not Placed,
8.15,83,72.24,93.83,66.64,0,3,4.58,2.39,0,1,0,CSE,Not Placed,
6.56,99,72.6,81.03,74.03,3,3,6.16,2.02,2,1,0,EE,Not Placed,
7.5,99,56.36,65.12,71.49,1,4,2.49,8.53,1,0,0,ECE,Not Placed,
6.56,99,80.04,100.0,63.69,0,4,8.74,7.09,0,2,0,ECE,Placed,5.73
8.73,71,76.77,71.83,64.96,0,2,4.79,7.14,1,5,0,EE,Placed,8.46
7.37,107,83.74,57.19,82.91,1,1,7.42,5.89,0,0,0,EE,Not Placed,
7.91,84,82.81,76.17,66.75,3,2,8.19,3.5,1,0,1,ME,Placed,7.97
8.43,92,70.91,79.58,71.7,0,3,4.01,3.16,1,1,0,CSE,Placed,7.0
6.31,116,56.28,72.47,80.18,2,4,6.08,7.48,1,3,0,ECE,Not Placed,
5.96,78,93.85,100.0,79.41,3,3,10.0,,0,0,0,IT,Placed,9.07
7.49,110,59.53,73.61,58.7,2,3,4.59,4.33,0,0,0,CSE,Placed,6.26
6.63,102,100.0,61.33,72.08,0,2,6.64,8.25,0,1,0,CSE,Placed,6.76
6.11,90,68.01,61.25,84.28,0,5,6.09,7.45,1,2,0,CSE,Not Placed,
4.0,105,81.78,88.49,82.4,0,3,4.22,6.85,0,2,0,IT,Not Placed,
8.03,98,67.64,64.41,74.44,2,2,5.15,6.12,1,2,25,CE,Placed,6.42
8.1,105,87.77,82.88,73.07,1,2,6.12,6.31,1,1,0,IT,Placed,9.07
6.68,106,79.46,93.38,61.97,0,3,7.92,3.98,0,1,1,EE,Placed,4.16
6.99,70,62.5,57.84,74.49,0,5,5.16,8.15,1,3,0,IT,Not Placed,
7.4,100,74.84,87.98,75.84,1,1,9.18,5.57,0,2,0,CSE,Placed,5.19
7.25,92,100.0,59.71,68.91,2,4,6.72,8.99,1,1,0,EE,Not Placed,
7.15,107,77.54,77.26,69.41,0,3,7.61,5.64,2,1,0,ECE,Not Placed,
8.69,110,76.12,61.81,64.92,1,2,8.53,6.37,0,4,0,ME,Placed,8.68
7.34,97,85.05,88.89,70.51,0,2,5.91,7.92,0,2,0,IT,Placed,7.37
8.22,80,75.8,71.0,65.99,2,3,3.34,7.78,0,0,0,CSE,Placed,8.64
7.19,109,59.28,78.5,58.27,0,0,3.73,4.03,0,1,0,ECE,Not Placed,
5.86,98,79.84,62.65,70.24,2,3,4.96,7.1,2,0,1,ECE,Not Placed,
5.99,76,85.95,79.92,67.35,2,1,5.79,6.11,1,0,0,CSE,Not Placed,
7.1,70,79.81,,86.02,0,2,6.55,4.98,2,0,0,CSE,Not Placed,
7.01,106,75.86,71.09,77.27,2,4,6.54,7.3,0,0,0,CE,Placed,6.44
6.92,117,59.37,72.16,80.44,0,1,7.54,,0,2,0,CSE,Placed,5.83
7.89,107,69.37,66.96,72.12,2,1,5.09,3.77,0,1,9,EE,Placed,7.31
8.58,113,71.38,68.88,63.34,0,0,6.31,6.3,2,0,0,ME,Placed,6.13
7.53,113,82.52,66.59,69.12,0,1,3.62,4.68,0,1,0,IT,Not Placed,
7.61,114,74.83,86.21,74.63,0,2,2.88,7.19,0,1,0,CSE,Placed,8.11
7.22,120,79.24,76.89,77.04,0,4,4.99,10.0,0,0,0,IT,Placed,6.53
5.15,101,87.6,59.31,61.99,0,5,6.73,8.1,2,1,0,ECE,Not Placed,
7.35,100,94.46,66.83,69.16,2,4,4.98,8.6,0,0,0,IT,Placed,5.51
6.32,126,64.68,79.24,74.86,2,0,6.75,7.94,0,2,0,ME,Not Placed,
4.9,109,77.19,74.4,74.32,1,2,4.32,5.68,1,0,0,CE,Not Placed,
6.23,85,85.15,57.17,63.52,1,2,4.21,3.7,0,0,4,CE,Not Placed,
7.07,112,83.42,80.2,67.6,3,4,6.11,2.77,1,2,2,EE,Placed,7.24
6.81,103,73.23,59.21,59.43,1,2,3.74,1.8,0,1,0,IT,Placed,5.0
9.4,106,71.27,79.66,80.67,1,5,5.27,5.31,0,0,0,CE,Placed,7.28
7.3,114,76.2,65.21,62.19,2,2,6.74,2.98,0,2,0,CSE,Placed,7.58
6.71,81,86.37,56.93,71.22,0,4,3.49,10.0,0,0,2,ME,Placed,5.82
7.94,81,65.91,,62.88,1,5,1.54,4.77,1,2,0,IT,Placed,7.24
7.61,102,84.18,80.29,73.96,3,1,10.0,6.97,1,0,0,ME,Placed,7.69
6.8,101,79.64,74.51,72.47,1,1,5.67,8.2,1,1,0,CSE,Not Placed,
7.16,86,63.89,75.73,68.02,2,1,2.54,3.27,1,0,0,CSE,Placed,3.4
5.9,90,69.57,85.76,72.71,0,3,7.97,6.98,0,0,0,CSE,Not Placed,
7.3,115,97.73,83.38,84.69,2,4,8.92,8.05,0,1,0,CSE,Placed,8.42
8.08,111,89.59,85.78,71.52,1,3,5.77,5.64,0,0,0,CE,Placed,7.34
4.95,109,92.8,77.14,64.75,1,5,2.19,5.85,0,4,0,IT,Placed,3.63
6.85,88,88.92,71.16,67.29,1,1,3.11,9.65,3,0,0,CSE,Not Placed,
8.17,92,50.9,77.26,66.01,1,1,3.56,8.07,0,1,0,IT,Not Placed,
9.44,87,80.48,81.73,72.79,1,5,5.78,2.84,1,1,0,ECE,Placed,7.51
7.24,77,74.79,69.76,67.36,1,3,5.14,1.55,1,1,0,CSE,Not Placed,
5.94,105,82.53,89.29,80.02,1,1,2.88,6.44,1,0,0,ECE,Not Placed,
7.03,129,96.86,67.09,70.98,2,1,3.8,6.37,0,0,0,ME,Not Placed,
8.01,100,73.26,64.41,68.04,3,2,8.84,4.22,0,0,0,IT,Placed,9.97
8.17,127,57.39,75.81,73.43,1,2,3.85,6.86,0,0,0,IT,Not Placed,
6.96,100,83.62,75.27,54.42,2,5,3.43,4.53,2,0,0,IT,Not Placed,
6.66,96,81.29,66.36,72.19,1,2,1.85,3.79,2,1,0,ME,Not Placed,
5.45,99,85.09,71.08,74.47,2,1,6.19,4.1,0,1,0,CSE,Not Placed,
9.02,99,77.84,66.58,56.99,0,3,4.06,8.27,0,1,0,EE,Not Placed,
8.05,71,65.68,81.2,63.98,1,8,8.89,2.78,0,2,0,CSE,Not Placed,
7.3,123,79.34,72.27,67.59,0,4,3.96,5.89,0,1,0,CSE,Placed,6.54
7.08,105,84.49,63.76,80.62,1,0,5.12,10.0,1,2,0,ECE,Not Placed,
8.37,96,84.96,58.6,67.22,2,4,6.05,7.02,1,1,1,CSE,Placed,7.3
6.53,136,79.79,68.79,81.67,1,4,6.52,8.51,0,0,0,CSE,Placed,6.08
6.96,113,67.15,65.39,69.05,1,3,5.91,7.21,0,1,0,IT,Placed,5.95
5.83,128,87.25,81.02,85.31,2,4,4.82,7.94,0,0,0,EE,Placed,3.26
8.75,91,91.84,85.83,65.41,1,1,9.09,7.56,0,0,2,CSE,Placed,10.18
7.02,114,83.61,65.81,87.56,1,2,2.55,5.25,1,1,0,ECE,Not Placed,
6.73,87,95.35,89.07,77.64,1,2,6.25,6.93,1,1,0,CSE,Placed,6.75
6.41,108,77.12,75.84,71.51,1,1,6.39,7.07,1,1,0,CE,Placed,3.59
7.76,92,85.51,72.65,64.79,0,4,5.17,5.79,0,0,0,IT,Not Placed,
6.05,95,63.77,94.91,47.78,0,2,7.88,7.39,0,1,9,IT,Not Placed,
7.2,85,80.07,63.86,78.45,4,2,7.24,6.46,1,1,0,CE,Placed,6.32
8.13,88,72.36,80.48,80.51,1,1,4.13,8.57,2,1,0,EE,Not Placed,
9.27,137,85.6,60.52,73.08,2,1,4.57,6.87,0,0,0,CSE,Placed,8.09
7.08,122,77.78,88.09,64.53,1,2,5.35,6.05,0,1,0,CSE,Placed,5.57
7.9,100,79.0,59.26,72.03,2,1,7.34,7.87,1,0,0,IT,Not Placed,
6.68,111,82.8,49.72,70.99,0,1,3.99,4.29,2,0,0,IT,Not Placed,
6.38,93,92.43,64.66,96.81,1,3,6.48,9.61,0,0,0,CSE,Placed,6.55
7.42,91,51.33,71.26,73.88,0,2,5.96,6.39,1,2,0,ME,Placed,7.69
7.49,89,87.18,66.62,69.72,0,2,4.22,8.72,0,0,0,IT,Not Placed,
6.06,111,71.13,85.92,83.47,5,5,5.86,8.08,1,0,0,ME,Placed,5.54
5.7,105,69.44,73.39,76.77,1,7,6.18,5.94,0,1,0,CSE,Placed,5.91
7.59,111,78.89,80.25,69.2,1,0,6.19,4.24,0,0,0,CSE,Not Placed,
6.7,104,98.52,61.36,86.6,1,3,7.41,6.25,0,1,0,CSE,Placed,6.65
7.59,106,77.8,71.25,67.77,2,4,5.52,8.32,1,0,0,CSE,Placed,6.76
7.84,101,76.34,85.86,73.57,2,4,8.03,4.81,1,0,0,ECE,Placed,6.56
6.08,103,80.85,74.41,88.99,1,4,5.93,3.74,0,0,0,CSE,Not Placed,
7.73,114,49.03,74.95,69.95,1,3,7.8,6.05,0,1,0,ME,Placed,7.78
7.13,96,67.56,75.85,70.34,1,6,3.41,4.15,0,0,0,IT,Placed,5.08
6.16,106,82.44,72.94,72.91,2,4,6.13,5.85,0,0,0,ME,Not Placed,
5.76,112,72.89,68.63,60.6,1,3,6.54,10.0,0,0,0,CSE,Placed,3.26
5.95,101,79.27,87.53,86.38,0,4,8.04,6.75,1,1,0,CSE,Not Placed,
6.1,105,81.9,86.77,77.4,1,0,5.99,8.51,0,0,0,CSE,Placed,5.56
6.72,85,90.56,82.9,58.99,2,2,4.03,5.22,1,1,0,CSE,Placed,7.32
6.7,118,58.4,66.43,70.35,0,3,4.0,6.3,0,1,0,CSE,Placed,5.32
8.62,80,75.43,61.42,93.03,2,1,8.6,5.7,1,0,5,ME,Not Placed,
7.6,98,77.38,87.33,76.58,0,2,4.41,4.06,0,0,0,CSE,Not Placed,
6.96,121,89.4,67.08,64.77,0,1,7.16,8.55,0,0,0,CSE,Not Placed,
8.25,90,59.45,77.17,78.93,2,2,3.02,5.94,0,1,0,ME,Placed,5.75
8.82,107,78.18,75.67,70.4,0,2,5.94,,1,0,0,CSE,Placed,7.38
7.48,90,90.16,77.71,89.83,1,0,6.74,3.81,0,0,0,CSE,Placed,5.33
7.6,121,59.26,72.44,79.62,0,1,7.75,,0,1,0,ECE,Placed,7.46
4.68,93,78.17,77.4,82.75,3,3,7.76,4.43,1,0,0,CSE,Placed,6.91
7.59,99,71.72,73.3,73.38,0,2,3.17,2.49,1,0,0,CE,Not Placed,
6.25,105,76.09,82.95,77.57,0,3,2.22,4.76,0,2,0,CE,Placed,2.5
7.45,87,86.55,78.95,62.25,1,4,5.5,6.46,0,1,0,EE,Placed,5.37
7.36,101,79.68,60.67,75.88,1,5,10.0,8.63,1,0,0,EE,Placed,9.11
8.36,97,78.22,62.89,85.04,1,0,9.95,6.42,1,0,0,CSE,Placed,9.28
6.67,94,74.74,78.27,64.25,3,3,5.24,6.79,1,0,0,CSE,Not Placed,
7.5,104,77.57,76.09,74.08,1,0,7.58,8.12,0,0,0,IT,Not Placed,
8.91,123,91.91,83.02,82.43,1,3,8.85,6.37,1,0,0,ME,Not Placed,
4.71,116,72.01,87.59,66.08,0,2,9.25,9.0,2,1,0,CSE,Not Placed,
